,relpath,name,format,category,width,height,mode,channels
72,./data/raw-img/cane/OIP--winA9MguCMZn6fdverPlwHaEK.jpeg,OIP--winA9MguCMZn6fdverPlwHaEK.jpeg,jpeg,dog,300,169,RGB,3
73,./data/raw-img/cane/OIP--z3U3A2S2YYyBHV0r_u11gHaE8.jpeg,OIP--z3U3A2S2YYyBHV0r_u11gHaE8.jpeg,jpeg,dog,300,200,RGB,3
74,./data/raw-img/cane/OIP--zlPCJX9pdszPedQS7B0qwHaEK.jpeg,OIP--zlPCJX9pdszPedQS7B0qwHaEK.jpeg,jpeg,dog,300,169,RGB,3
75,./data/raw-img/cane/OIP-0-TGu-jQ5fRR5fPXr1ijvQHaHa.jpeg,OIP-0-TGu-jQ5fRR5fPXr1ijvQHaHa.jpeg,jpeg,dog,300,300,RGB,3
76,./data/raw-img/cane/OIP-0-wd8D97zhdVNzIqoQFoVQHaEK.jpeg,OIP-0-wd8D97zhdVNzIqoQFoVQHaEK.jpeg,jpeg,dog,300,169,RGB,3
77,./data/raw-img/cane/OIP-00zvckpZ8XDEzk-Fv4HjkQHaGL.jpeg,OIP-00zvckpZ8XDEzk-Fv4HjkQHaGL.jpeg,jpeg,dog,300,251,RGB,3
78,./data/raw-img/cane/OIP-0261T_DaSKSIDaRxrLjL8gHaGD.jpeg,OIP-0261T_DaSKSIDaRxrLjL8gHaGD.jpeg,jpeg,dog,300,245,RGB,3
79,./data/raw-img/cane/OIP-02OsWT9t46zXPceBxMicNQAAAA.jpeg,OIP-02OsWT9t46zXPceBxMicNQAAAA.jpeg,jpeg,dog,300,225,RGB,3
80,./data/raw-img/cane/OIP-036LqzhKXwF9eUWycl2V_QHaFt.jpeg,OIP-036LqzhKXwF9eUWycl2V_QHaFt.jpeg,jpeg,dog,300,232,RGB,3
81,./data/raw-img/cane/OIP-06txpJjbByyhAlbGkpSimAHaE8.jpeg,OIP-06txpJjbByyhAlbGkpSimAHaE8.jpeg,jpeg,dog,300,200,RGB,3
82,./data/raw-img/cane/OIP-08Xf8bQxZmCDI_CozSO-YgHaH1.jpeg,OIP-08Xf8bQxZmCDI_CozSO-YgHaH1.jpeg,jpeg,dog,284,300,RGB,3
83,./data/raw-img/cane/OIP-0977rkGtQ_PPflLXiMRRYAHaFM.jpeg,OIP-0977rkGtQ_PPflLXiMRRYAHaFM.jpeg,jpeg,dog,300,211,RGB,3
84,./data/raw-img/cane/OIP-09znoxk9htqGbe5yWTj1TAHaHa.jpeg,OIP-09znoxk9htqGbe5yWTj1TAHaHa.jpeg,jpeg,dog,300,300,RGB,3
85,./data/raw-img/cane/OIP-0B2H2VPu9neVWW7TtvJlPAAAAA.jpeg,OIP-0B2H2VPu9neVWW7TtvJlPAAAAA.jpeg,jpeg,dog,270,300,RGB,3
86,./data/raw-img/cane/OIP-0CmAiR3-B-VLurayKj2mwAHaE8.jpeg,OIP-0CmAiR3-B-VLurayKj2mwAHaE8.jpeg,jpeg,dog,300,200,RGB,3
87,./data/raw-img/cane/OIP-0ERf2k91vjSIq_POpXYImwHaFj.jpeg,OIP-0ERf2k91vjSIq_POpXYImwHaFj.jpeg,jpeg,dog,300,225,RGB,3
88,./data/raw-img/cane/OIP-0FPDhJUsYOAYGur2SHKwLwHaGT.jpeg,OIP-0FPDhJUsYOAYGur2SHKwLwHaGT.jpeg,jpeg,dog,300,256,RGB,3
89,./data/raw-img/cane/OIP-0Fr5OC5ePtaGGODisrMa0AHaJ3.jpeg,OIP-0Fr5OC5ePtaGGODisrMa0AHaJ3.jpeg,jpeg,dog,226,300,RGB,3
90,./data/raw-img/cane/OIP-0G1lmzPnTshwQJ_IEMNHgQHaFR.jpeg,OIP-0G1lmzPnTshwQJ_IEMNHgQHaFR.jpeg,jpeg,dog,300,214,RGB,3
91,./data/raw-img/cane/OIP-0GXayY6pzysNy9qxkBT3uAAAAA.jpeg,OIP-0GXayY6pzysNy9qxkBT3uAAAAA.jpeg,jpeg,dog,203,300,RGB,3
92,./data/raw-img/cane/OIP-0GhaPMWsyP-8rHQIiZwBOQHaJn.jpeg,OIP-0GhaPMWsyP-8rHQIiZwBOQHaJn.jpeg,jpeg,dog,232,300,RGB,3
93,./data/raw-img/cane/OIP-0HXfzVFRivvb467cvpuuAwHaFj.jpeg,OIP-0HXfzVFRivvb467cvpuuAwHaFj.jpeg,jpeg,dog,300,225,RGB,3
94,./data/raw-img/cane/OIP-0IJ5VSGF68QgQCiIKK-1kwHaE8.jpeg,OIP-0IJ5VSGF68QgQCiIKK-1kwHaE8.jpeg,jpeg,dog,300,200,RGB,3
95,./data/raw-img/cane/OIP-0ILQycoKxMbOp7MMGpUepgHaFF.jpeg,OIP-0ILQycoKxMbOp7MMGpUepgHaFF.jpeg,jpeg,dog,300,206,RGB,3
96,./data/raw-img/cane/OIP-0J7moFaqzBbWZxPcWax00wHaGH.jpeg,OIP-0J7moFaqzBbWZxPcWax00wHaGH.jpeg,jpeg,dog,300,248,RGB,3
97,./data/raw-img/cane/OIP-0KYHmox3tCl3bYt8o9GnHwHaIE.jpeg,OIP-0KYHmox3tCl3bYt8o9GnHwHaIE.jpeg,jpeg,dog,276,300,RGB,3
98,./data/raw-img/cane/OIP-0Kcoh7K1yyhhwliorTrBQwHaFj.jpeg,OIP-0Kcoh7K1yyhhwliorTrBQwHaFj.jpeg,jpeg,dog,300,225,RGB,3
99,./data/raw-img/cane/OIP-0LdKi8l_IC_PpVxOcZAkiAHaFj.jpeg,OIP-0LdKi8l_IC_PpVxOcZAkiAHaFj.jpeg,jpeg,dog,300,225,RGB,3
100,./data/raw-img/cane/OIP-0Lw2H3yMErImHPQ380Nm4QHaHa.jpeg,OIP-0Lw2H3yMErImHPQ380Nm4QHaHa.jpeg,jpeg,dog,300,300,RGB,3
101,./data/raw-img/cane/OIP-0M8AAbNON2zvyCEB2WEhLQHaE8.jpeg,OIP-0M8AAbNON2zvyCEB2WEhLQHaE8.jpeg,jpeg,dog,300,200,RGB,3
102,./data/raw-img/cane/OIP-0MgXBMYWyaDiNS7t6xfmVAHaGu.jpeg,OIP-0MgXBMYWyaDiNS7t6xfmVAHaGu.jpeg,jpeg,dog,300,273,RGB,3
103,./data/raw-img/cane/OIP-0Mt8jP41YC117m8g-vLBYwHaE8.jpeg,OIP-0Mt8jP41YC117m8g-vLBYwHaE8.jpeg,jpeg,dog,300,200,RGB,3
104,./data/raw-img/cane/OIP-0N8C8uNOykUf56YdSHBRcgHaFV.jpeg,OIP-0N8C8uNOykUf56YdSHBRcgHaFV.jpeg,jpeg,dog,300,216,RGB,3
105,./data/raw-img/cane/OIP-0Nllmx9DYctF9QAOC-QRiwHaEp.jpeg,OIP-0Nllmx9DYctF9QAOC-QRiwHaEp.jpeg,jpeg,dog,300,188,RGB,3
106,./data/raw-img/cane/OIP-0OIl_s9wblPyW_32D7R-kgHaGi.jpeg,OIP-0OIl_s9wblPyW_32D7R-kgHaGi.jpeg,jpeg,dog,300,265,RGB,3
107,./data/raw-img/cane/OIP-0Rsy7qeIHwybwdB-hh-0uAHaHF.jpeg,OIP-0Rsy7qeIHwybwdB-hh-0uAHaHF.jpeg,jpeg,dog,300,287,RGB,3
108,./data/raw-img/cane/OIP-0S6RS7x07FsK8M3LNVPK3gHaFj.jpeg,OIP-0S6RS7x07FsK8M3LNVPK3gHaFj.jpeg,jpeg,dog,300,225,RGB,3
109,./data/raw-img/cane/OIP-0TVM3QBWmx8xSce6rxVuZQHaER.jpeg,OIP-0TVM3QBWmx8xSce6rxVuZQHaER.jpeg,jpeg,dog,300,173,RGB,3
110,./data/raw-img/cane/OIP-0TsqwQJPrF_CPCp2Cb8ceQHaHa.jpeg,OIP-0TsqwQJPrF_CPCp2Cb8ceQHaHa.jpeg,jpeg,dog,300,300,RGB,3
111,./data/raw-img/cane/OIP-0UAigJHv06nPXPpNhjD9LAHaEJ.jpeg,OIP-0UAigJHv06nPXPpNhjD9LAHaEJ.jpeg,jpeg,dog,300,168,RGB,3
112,./data/raw-img/cane/OIP-0WS9lPpkSYHRw0LWrBEw3QHaFj.jpeg,OIP-0WS9lPpkSYHRw0LWrBEw3QHaFj.jpeg,jpeg,dog,300,225,RGB,3
113,./data/raw-img/cane/OIP-0WqEJ-JHaZfzAfFcW_u9JgHaFj.jpeg,OIP-0WqEJ-JHaZfzAfFcW_u9JgHaFj.jpeg,jpeg,dog,300,225,RGB,3
114,./data/raw-img/cane/OIP-0XaxVg3aPvQ1Ay9EwygV2AHaHa.jpeg,OIP-0XaxVg3aPvQ1Ay9EwygV2AHaHa.jpeg,jpeg,dog,300,300,RGB,3
115,./data/raw-img/cane/OIP-0Xjz0Iw9s5CXEuQG2CGu1AHaEP.jpeg,OIP-0Xjz0Iw9s5CXEuQG2CGu1AHaEP.jpeg,jpeg,dog,300,172,RGB,3
116,./data/raw-img/cane/OIP-0YnNhp62h77TilEL0A_M0gHaE7.jpeg,OIP-0YnNhp62h77TilEL0A_M0gHaE7.jpeg,jpeg,dog,300,200,RGB,3
117,./data/raw-img/cane/OIP-0YsYBkNjUXqvOr300zCUsgHaJV.jpeg,OIP-0YsYBkNjUXqvOr300zCUsgHaJV.jpeg,jpeg,dog,239,300,RGB,3
118,./data/raw-img/cane/OIP-0ZHNKSq6ZdSkJKQ14rRFPwHaFe.jpeg,OIP-0ZHNKSq6ZdSkJKQ14rRFPwHaFe.jpeg,jpeg,dog,300,222,RGB,3
119,./data/raw-img/cane/OIP-0ZUseJP9oAiWbYsoISk2-AHaEK.jpeg,OIP-0ZUseJP9oAiWbYsoISk2-AHaEK.jpeg,jpeg,dog,300,169,RGB,3
120,./data/raw-img/cane/OIP-0a0_6W9xqdTrLnXcL8haUgHaLH.jpeg,OIP-0a0_6W9xqdTrLnXcL8haUgHaLH.jpeg,jpeg,dog,200,300,RGB,3
121,./data/raw-img/cane/OIP-0aPTy5pR8zwqdi5jabdxjwHaGL.jpeg,OIP-0aPTy5pR8zwqdi5jabdxjwHaGL.jpeg,jpeg,dog,300,251,RGB,3
122,./data/raw-img/cane/OIP-0cKVI1PLYxC2MlqoYwMw4gHaHa.jpeg,OIP-0cKVI1PLYxC2MlqoYwMw4gHaHa.jpeg,jpeg,dog,300,300,RGB,3
123,./data/raw-img/cane/OIP-0cMunZ5IpSFGRbH_vYFvXgHaJ3.jpeg,OIP-0cMunZ5IpSFGRbH_vYFvXgHaJ3.jpeg,jpeg,dog,226,300,RGB,3
124,./data/raw-img/cane/OIP-0cYdzGqi1lvZQkk0Hy0GGAHaIu.jpeg,OIP-0cYdzGqi1lvZQkk0Hy0GGAHaIu.jpeg,jpeg,dog,255,300,RGB,3
125,./data/raw-img/cane/OIP-0cwqK_pId75Pu0YLQq7HwgHaKj.jpeg,OIP-0cwqK_pId75Pu0YLQq7HwgHaKj.jpeg,jpeg,dog,211,300,RGB,3
126,./data/raw-img/cane/OIP-0d7hpjwVocPjQXWE67RdKwHaFj.jpeg,OIP-0d7hpjwVocPjQXWE67RdKwHaFj.jpeg,jpeg,dog,300,225,RGB,3
127,./data/raw-img/cane/OIP-0dSHMhefigdCub1VBv_9MQHaE7.jpeg,OIP-0dSHMhefigdCub1VBv_9MQHaE7.jpeg,jpeg,dog,300,200,RGB,3
128,./data/raw-img/cane/OIP-0gppx8vIxAdRrV48qls9-AHaEL.jpeg,OIP-0gppx8vIxAdRrV48qls9-AHaEL.jpeg,jpeg,dog,300,169,RGB,3
129,./data/raw-img/cane/OIP-0hW14btA_M6jJrHbL_G6xgHaHa.jpeg,OIP-0hW14btA_M6jJrHbL_G6xgHaHa.jpeg,jpeg,dog,300,300,RGB,3
130,./data/raw-img/cane/OIP-0ik4tJOidfENT4WegQ_lXgHaFj.jpeg,OIP-0ik4tJOidfENT4WegQ_lXgHaFj.jpeg,jpeg,dog,300,225,RGB,3
131,./data/raw-img/cane/OIP-0kv5rMPnEqT_3clDXrKfAQHaHa.jpeg,OIP-0kv5rMPnEqT_3clDXrKfAQHaHa.jpeg,jpeg,dog,300,300,RGB,3
132,./data/raw-img/cane/OIP-0mQIT4nlridLywx2VzDefwHaJn.jpeg,OIP-0mQIT4nlridLywx2VzDefwHaJn.jpeg,jpeg,dog,232,300,RGB,3
133,./data/raw-img/cane/OIP-0nS2eYuPVvrsMMJZvkUQnQHaEK.jpeg,OIP-0nS2eYuPVvrsMMJZvkUQnQHaEK.jpeg,jpeg,dog,300,169,RGB,3
134,./data/raw-img/cane/OIP-0o7O9tycgwlNW03keu57dQHaEK.jpeg,OIP-0o7O9tycgwlNW03keu57dQHaEK.jpeg,jpeg,dog,300,169,RGB,3
135,./data/raw-img/cane/OIP-0oJWg7brungXRAEoukjwyQHaIl.jpeg,OIP-0oJWg7brungXRAEoukjwyQHaIl.jpeg,jpeg,dog,260,300,RGB,3
136,./data/raw-img/cane/OIP-0oUdVTIy0Q8ItRWieV4-1gHaFj.jpeg,OIP-0oUdVTIy0Q8ItRWieV4-1gHaFj.jpeg,jpeg,dog,300,225,RGB,3
137,./data/raw-img/cane/OIP-0pFfkAiVCKSnDOFSXbD3UAHaFr.jpeg,OIP-0pFfkAiVCKSnDOFSXbD3UAHaFr.jpeg,jpeg,dog,300,230,RGB,3
138,./data/raw-img/cane/OIP-0ptiy1AgJWRqnJWMyNuBMAHaFj.jpeg,OIP-0ptiy1AgJWRqnJWMyNuBMAHaFj.jpeg,jpeg,dog,300,225,RGB,3
139,./data/raw-img/cane/OIP-0puD1CyuoAtzceC8mzcqqQHaFj.jpeg,OIP-0puD1CyuoAtzceC8mzcqqQHaFj.jpeg,jpeg,dog,300,225,RGB,3
