,Unnamed: 0,relpath,name,format,category,width,height,mode,channels,label
3064,3064,./data/processed/dog/OIP-bro_1zKUoXOBPnjRFAgbjAHaE8.jpg,OIP-bro_1zKUoXOBPnjRFAgbjAHaE8.jpg,jpg,dog,224,224,RGB,3,4
14030,14030,./data/processed/chicken/OIP-x9DC-u9s3LrRvHK2d3qvQwHaI2.jpg,OIP-x9DC-u9s3LrRvHK2d3qvQwHaI2.jpg,jpg,chicken,224,224,RGB,3,2
15406,15406,./data/processed/cat/e83db40929f7053ed1584d05fb1d4e9fe777ead218ac104497f5c978a7eebdbb_640.jpg,e83db40929f7053ed1584d05fb1d4e9fe777ead218ac104497f5c978a7eebdbb_640.jpg,jpg,cat,224,224,RGB,3,1
10336,10336,./data/processed/butterfly/OIP-qHDxLOMNKuCHV8wtsOrE-QHaFa.jpg,OIP-qHDxLOMNKuCHV8wtsOrE-QHaFa.jpg,jpg,butterfly,224,224,RGB,3,0
9565,9565,./data/processed/butterfly/OIP-MzhtTM50VqzOhxvhh1ESjAAAAA.jpg,OIP-MzhtTM50VqzOhxvhh1ESjAAAAA.jpg,jpg,butterfly,224,224,RGB,3,0
23691,23691,./data/processed/spider/OIP-vaAbp9K3WzSX80WqwTdH9AHaHG.jpg,OIP-vaAbp9K3WzSX80WqwTdH9AHaHG.jpg,jpg,spider,224,224,RGB,3,8
5966,5966,./data/processed/horse/OIP-P34bIcLhwbzBX4wIYBW9GwHaFj.jpg,OIP-P34bIcLhwbzBX4wIYBW9GwHaFj.jpg,jpg,horse,224,224,RGB,3,6
19715,19715,./data/processed/spider/OIP-21_HRP1bX_G6czx1V-uougHaE7.jpg,OIP-21_HRP1bX_G6czx1V-uougHaE7.jpg,jpg,spider,224,224,RGB,3,8
3024,3024,./data/processed/dog/OIP-bIEVJXewaJcq9tTg_6iwuQHaE6.jpg,OIP-bIEVJXewaJcq9tTg_6iwuQHaE6.jpg,jpg,dog,224,224,RGB,3,4
14265,14265,./data/processed/cat/1197.jpg,1197.jpg,jpg,cat,224,224,RGB,3,1
20265,20265,./data/processed/spider/OIP-9viO3hgdYjOTc6_CdqSvFAEsEE.jpg,OIP-9viO3hgdYjOTc6_CdqSvFAEsEE.jpg,jpg,spider,224,224,RGB,3,8
1165,1165,./data/processed/dog/OIP-DysO2PHysEtNx1mczntQFgHaFI.jpg,OIP-DysO2PHysEtNx1mczntQFgHaFI.jpg,jpg,dog,224,224,RGB,3,4
24655,24655,./data/processed/squirrel/OIP-BHTRdneiY0xZmuHR4d1nlAHaFc.jpg,OIP-BHTRdneiY0xZmuHR4d1nlAHaFc.jpg,jpg,squirrel,224,224,RGB,3,9
4759,4759,./data/processed/dog/OIP-yPHcMJShWsXsIAfaLSeCEQHaFx.jpg,OIP-yPHcMJShWsXsIAfaLSeCEQHaFx.jpg,jpg,dog,224,224,RGB,3,4
23305,23305,./data/processed/spider/OIP-py0c6lAxa375ixZqFu0sxAHaFj.jpg,OIP-py0c6lAxa375ixZqFu0sxAHaFj.jpg,jpg,spider,224,224,RGB,3,8
22723,22723,./data/processed/spider/OIP-htHeOjKSSx0X6BDMqCGIZQHaGA.jpg,OIP-htHeOjKSSx0X6BDMqCGIZQHaGA.jpg,jpg,spider,224,224,RGB,3,8
13295,13295,./data/processed/chicken/OIP-ellDhJUQNk2o6HL9tKDB3gHaFj.jpg,OIP-ellDhJUQNk2o6HL9tKDB3gHaFj.jpg,jpg,chicken,224,224,RGB,3,2
15213,15213,./data/processed/cat/728.jpg,728.jpg,jpg,cat,224,224,RGB,3,1
5057,5057,./data/processed/horse/OIP-3eHKwC658f_7NicCVmh0XwEsDw.jpg,OIP-3eHKwC658f_7NicCVmh0XwEsDw.jpg,jpg,horse,224,224,RGB,3,6
1241,1241,./data/processed/dog/OIP-F2AqCN7D6DCHg4PNwkN24wHaFj.jpg,OIP-F2AqCN7D6DCHg4PNwkN24wHaFj.jpg,jpg,dog,224,224,RGB,3,4
5564,5564,./data/processed/horse/OIP-GVnsPu9O0NPL0XIo3XiABAHaD8.jpg,OIP-GVnsPu9O0NPL0XIo3XiABAHaD8.jpg,jpg,horse,224,224,RGB,3,6
2693,2693,./data/processed/dog/OIP-YDPuookTAWL3F_50gBnPIAHaFW.jpg,OIP-YDPuookTAWL3F_50gBnPIAHaFW.jpg,jpg,dog,224,224,RGB,3,4
2650,2650,./data/processed/dog/OIP-XYUJfzJU2Ej_5ZIovzPreAHaE8.jpg,OIP-XYUJfzJU2Ej_5ZIovzPreAHaE8.jpg,jpg,dog,224,224,RGB,3,4
19333,19333,./data/processed/sheep/eb32b10928fc073ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,eb32b10928fc073ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,jpg,sheep,224,224,RGB,3,7
3636,3636,./data/processed/dog/OIP-jzP3UGQDz4D_4Fw4OaTT1wHaEK.jpg,OIP-jzP3UGQDz4D_4Fw4OaTT1wHaEK.jpg,jpg,dog,224,224,RGB,3,4
21906,21906,./data/processed/spider/OIP-XIjipEnlUEZCE60iHKzYcwHaF7.jpg,OIP-XIjipEnlUEZCE60iHKzYcwHaF7.jpg,jpg,spider,224,224,RGB,3,8
20089,20089,./data/processed/spider/OIP-7ZrYqD2XXQzzTIGjs0oEzQHaFS.jpg,OIP-7ZrYqD2XXQzzTIGjs0oEzQHaFS.jpg,jpg,spider,224,224,RGB,3,8
6591,6591,./data/processed/horse/OIP-dignxpVhfOlIqyeQNqQVWQAAAA.jpg,OIP-dignxpVhfOlIqyeQNqQVWQAAAA.jpg,jpg,horse,224,224,RGB,3,6
18963,18963,./data/processed/sheep/OIP-thKCEF7KcIaquT8Smu2TfwHaFj.jpg,OIP-thKCEF7KcIaquT8Smu2TfwHaFj.jpg,jpg,sheep,224,224,RGB,3,7
18263,18263,./data/processed/sheep/OIP-OSaXmEbZvFL_4lC_r4dMowHaFK.jpg,OIP-OSaXmEbZvFL_4lC_r4dMowHaFK.jpg,jpg,sheep,224,224,RGB,3,7
4302,4302,./data/processed/dog/OIP-sfUlzrlH17y_BkoUFaycyQHaJ4.jpg,OIP-sfUlzrlH17y_BkoUFaycyQHaJ4.jpg,jpg,dog,224,224,RGB,3,4
17924,17924,./data/processed/sheep/OIP-Ab3FJS9iErqu7SUeI4-Q_AHaF7.jpg,OIP-Ab3FJS9iErqu7SUeI4-Q_AHaF7.jpg,jpg,sheep,224,224,RGB,3,7
6408,6408,./data/processed/horse/OIP-ZsM4fpsufFh5rhb-pFW1vwHaE6.jpg,OIP-ZsM4fpsufFh5rhb-pFW1vwHaE6.jpg,jpg,horse,224,224,RGB,3,6
8509,8509,./data/processed/elephant/OIP-wQeoIjVMKnD3jTPM8qkuHQHaFj.jpg,OIP-wQeoIjVMKnD3jTPM8qkuHQHaFj.jpg,jpg,elephant,224,224,RGB,3,5
15754,15754,./data/processed/cat/eb3db00f2bfc023ed1584d05fb1d4e9fe777ead218ac104497f5c978a7e8b7bc_640.jpg,eb3db00f2bfc023ed1584d05fb1d4e9fe777ead218ac104497f5c978a7e8b7bc_640.jpg,jpg,cat,224,224,RGB,3,1
9819,9819,./data/processed/butterfly/OIP-Xqh8UQdPkD_Strvlh6fpXwHaE7.jpg,OIP-Xqh8UQdPkD_Strvlh6fpXwHaE7.jpg,jpg,butterfly,224,224,RGB,3,0
20028,20028,./data/processed/spider/OIP-6ln6SIojbk0Hu-qioVEK4QEsDH.jpg,OIP-6ln6SIojbk0Hu-qioVEK4QEsDH.jpg,jpg,spider,224,224,RGB,3,8
19453,19453,./data/processed/sheep/eb3cb1092af7003ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,eb3cb1092af7003ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,jpg,sheep,224,224,RGB,3,7
8284,8284,./data/processed/elephant/OIP-iMC8aXaeFWaccCJxNxwB6wHaE8.jpg,OIP-iMC8aXaeFWaccCJxNxwB6wHaE8.jpg,jpg,elephant,224,224,RGB,3,5
13731,13731,./data/processed/chicken/OIP-oqsh9YL5rTr-wu0gz7zfSwHaIQ.jpg,OIP-oqsh9YL5rTr-wu0gz7zfSwHaIQ.jpg,jpg,chicken,224,224,RGB,3,2
13772,13772,./data/processed/chicken/OIP-psd9n8vfdYUxODgh-ZullwHaE8.jpg,OIP-psd9n8vfdYUxODgh-ZullwHaE8.jpg,jpg,chicken,224,224,RGB,3,2
19087,19087,./data/processed/sheep/OIP-yi_z_1Dcdz1d__KeU-U_7AHaJ2.jpg,OIP-yi_z_1Dcdz1d__KeU-U_7AHaJ2.jpg,jpg,sheep,224,224,RGB,3,7
8790,8790,./data/processed/elephant/eb32b40f2bf4073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,eb32b40f2bf4073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,jpg,elephant,224,224,RGB,3,5
15574,15574,./data/processed/cat/ea36b60d2ef0063ed1584d05fb1d4e9fe777ead218ac104497f5c978a7eebdbb_640.jpg,ea36b60d2ef0063ed1584d05fb1d4e9fe777ead218ac104497f5c978a7eebdbb_640.jpg,jpg,cat,224,224,RGB,3,1
16375,16375,./data/processed/cow/OIP-Hsn_WSUToNPacRiV54NqNAHaEC.jpg,OIP-Hsn_WSUToNPacRiV54NqNAHaEC.jpg,jpg,cow,224,224,RGB,3,3
7841,7841,./data/processed/elephant/OIP-Jq_WBV0nbGFQBEQmTTu-MAHaFj.jpg,OIP-Jq_WBV0nbGFQBEQmTTu-MAHaFj.jpg,jpg,elephant,224,224,RGB,3,5
7983,7983,./data/processed/elephant/OIP-RdNc5eX3ATmTo5Ssb8YvvwHaGB.jpg,OIP-RdNc5eX3ATmTo5Ssb8YvvwHaGB.jpg,jpg,elephant,224,224,RGB,3,5
13424,13424,./data/processed/chicken/OIP-hk8Ca4hOAeS16Cuuk9J4GAHaL-.jpg,OIP-hk8Ca4hOAeS16Cuuk9J4GAHaL-.jpg,jpg,chicken,224,224,RGB,3,2
21106,21106,./data/processed/spider/OIP-LMB17TBN13Dbe97N18segAAAAA.jpg,OIP-LMB17TBN13Dbe97N18segAAAAA.jpg,jpg,spider,224,224,RGB,3,8
10088,10088,./data/processed/butterfly/OIP-gQIGKAZOj6ymhiQQIHC6fwHaFP.jpg,OIP-gQIGKAZOj6ymhiQQIHC6fwHaFP.jpg,jpg,butterfly,224,224,RGB,3,0
9971,9971,./data/processed/butterfly/OIP-btRDyFbXRHCZSjKglh_kYQHaE9.jpg,OIP-btRDyFbXRHCZSjKglh_kYQHaE9.jpg,jpg,butterfly,224,224,RGB,3,0
10993,10993,./data/processed/butterfly/eb33b7092ff1073ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,eb33b7092ff1073ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,jpg,butterfly,224,224,RGB,3,0
24376,24376,./data/processed/squirrel/OIP-0v841L9YNXca-2QleNygKwHaE8.jpg,OIP-0v841L9YNXca-2QleNygKwHaE8.jpg,jpg,squirrel,224,224,RGB,3,9
3454,3454,./data/processed/dog/OIP-h9AyGF3jFGoXVI8D2WmL_wHaHH.jpg,OIP-h9AyGF3jFGoXVI8D2WmL_wHaHH.jpg,jpg,dog,224,224,RGB,3,4
23940,23940,./data/processed/spider/OIP-zHdTca7OlHCbkikqeKXz9wHaFj.jpg,OIP-zHdTca7OlHCbkikqeKXz9wHaFj.jpg,jpg,spider,224,224,RGB,3,8
24416,24416,./data/processed/squirrel/OIP-2cHYMnL2pk4WwKlAylqVWQAAAA.jpg,OIP-2cHYMnL2pk4WwKlAylqVWQAAAA.jpg,jpg,squirrel,224,224,RGB,3,9
1961,1961,./data/processed/dog/OIP-OuU8HGAMRSo0ep8YFd2P7AHaD3.jpg,OIP-OuU8HGAMRSo0ep8YFd2P7AHaD3.jpg,jpg,dog,224,224,RGB,3,4
14599,14599,./data/processed/cat/1616.jpg,1616.jpg,jpg,cat,224,224,RGB,3,1
2695,2695,./data/processed/dog/OIP-YFks69D7MhoN_GUmKW5iCQHaJC.jpg,OIP-YFks69D7MhoN_GUmKW5iCQHaJC.jpg,jpg,dog,224,224,RGB,3,4
15124,15124,./data/processed/cat/608.jpg,608.jpg,jpg,cat,224,224,RGB,3,1
25380,25380,./data/processed/squirrel/OIP-_etMNqBBhvthcoMi5V2zCQHaE7.jpg,OIP-_etMNqBBhvthcoMi5V2zCQHaE7.jpg,jpg,squirrel,224,224,RGB,3,9
8982,8982,./data/processed/butterfly/OIP-0wlV2OUzauS5VTWx2x3UIAHaFj.jpg,OIP-0wlV2OUzauS5VTWx2x3UIAHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
9003,9003,./data/processed/butterfly/OIP-1atwo6u-KjDXd2ukaOGVTQHaGd.jpg,OIP-1atwo6u-KjDXd2ukaOGVTQHaGd.jpg,jpg,butterfly,224,224,RGB,3,0
5470,5470,./data/processed/horse/OIP-E86A7nAxg5XlhXAcbCrXwwAAAA.jpg,OIP-E86A7nAxg5XlhXAcbCrXwwAAAA.jpg,jpg,horse,224,224,RGB,3,6
22847,22847,./data/processed/spider/OIP-jfWakMbJsHAtpGbMCleZWAAAAA.jpg,OIP-jfWakMbJsHAtpGbMCleZWAAAAA.jpg,jpg,spider,224,224,RGB,3,8
15450,15450,./data/processed/cat/ea34b90c2ff1043ed1584d05fb1d4e9fe777ead218ac104497f5c978a7e8b7bc_640.jpg,ea34b90c2ff1043ed1584d05fb1d4e9fe777ead218ac104497f5c978a7e8b7bc_640.jpg,jpg,cat,224,224,RGB,3,1
25010,25010,./data/processed/squirrel/OIP-NeiVSq_n663nqEsa92ruPAHaFj.jpg,OIP-NeiVSq_n663nqEsa92ruPAHaFj.jpg,jpg,squirrel,224,224,RGB,3,9
8755,8755,./data/processed/elephant/eb30b20d20f4023ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,eb30b20d20f4023ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,jpg,elephant,224,224,RGB,3,5
25799,25799,./data/processed/squirrel/OIP-mww3rSnlk6qyMJ5KJ5X5ugHaGV.jpg,OIP-mww3rSnlk6qyMJ5KJ5X5ugHaGV.jpg,jpg,squirrel,224,224,RGB,3,9
12941,12941,./data/processed/chicken/OIP-X4pFQNiqBeU8e3z8hxPp5gAAAA.jpg,OIP-X4pFQNiqBeU8e3z8hxPp5gAAAA.jpg,jpg,chicken,224,224,RGB,3,2
11729,11729,./data/processed/chicken/OIP-2gpfEOEIetBWtosIFyXYTwHaGa.jpg,OIP-2gpfEOEIetBWtosIFyXYTwHaGa.jpg,jpg,chicken,224,224,RGB,3,2
22159,22159,./data/processed/spider/OIP-a-0nPuSLIwGDXaH8aL-TXAHaFj.jpg,OIP-a-0nPuSLIwGDXaH8aL-TXAHaFj.jpg,jpg,spider,224,224,RGB,3,8
12556,12556,./data/processed/chicken/OIP-NqR7g2WKzVTlWHEd1eid2AHaE2.jpg,OIP-NqR7g2WKzVTlWHEd1eid2AHaE2.jpg,jpg,chicken,224,224,RGB,3,2
10669,10669,./data/processed/butterfly/ea34b70e2efc053ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,ea34b70e2efc053ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,jpg,butterfly,224,224,RGB,3,0
