,relpath,name,format,category,width,height,mode,channels,label
22,./data/processed/dog/OIP--DqSseJFuaBH5t89CubEwAHaE8.jpg,OIP--DqSseJFuaBH5t89CubEwAHaE8.jpg,jpg,dog,224,224,RGB,3,4
23,./data/processed/dog/OIP--EJV-0S_RAhDQbtUA8HhoAHaGi.jpg,OIP--EJV-0S_RAhDQbtUA8HhoAHaGi.jpg,jpg,dog,224,224,RGB,3,4
24,./data/processed/dog/OIP--GlCH31Wry6Uj4tAHTnIUwHaJv.jpg,OIP--GlCH31Wry6Uj4tAHTnIUwHaJv.jpg,jpg,dog,224,224,RGB,3,4
25,./data/processed/dog/OIP--GnTjiWNoY2Djyb3v7WXAgHaE7.jpg,OIP--GnTjiWNoY2Djyb3v7WXAgHaE7.jpg,jpg,dog,224,224,RGB,3,4
26,./data/processed/dog/OIP--HP-Jp3xDbJcfnayqlP7GwHaE7.jpg,OIP--HP-Jp3xDbJcfnayqlP7GwHaE7.jpg,jpg,dog,224,224,RGB,3,4
27,./data/processed/dog/OIP--HjjWS524SecIyPDEh8GNgHaJ4.jpg,OIP--HjjWS524SecIyPDEh8GNgHaJ4.jpg,jpg,dog,224,224,RGB,3,4
28,./data/processed/dog/OIP--KlpwG173pm-gl9aWQkm9gHaE8.jpg,OIP--KlpwG173pm-gl9aWQkm9gHaE8.jpg,jpg,dog,224,224,RGB,3,4
29,./data/processed/dog/OIP--L1ZAWylA3UTTMGC0_WF0wHaIA.jpg,OIP--L1ZAWylA3UTTMGC0_WF0wHaIA.jpg,jpg,dog,224,224,RGB,3,4
30,./data/processed/dog/OIP--LSF87v0ehcSg4hzc4Qy7QHaE8.jpg,OIP--LSF87v0ehcSg4hzc4Qy7QHaE8.jpg,jpg,dog,224,224,RGB,3,4
31,./data/processed/dog/OIP--LafQFfr5Kd-NMLdQYKKNQHaER.jpg,OIP--LafQFfr5Kd-NMLdQYKKNQHaER.jpg,jpg,dog,224,224,RGB,3,4
32,./data/processed/dog/OIP--MG1FExhD4u9GX_Vny2QXwHaFj.jpg,OIP--MG1FExhD4u9GX_Vny2QXwHaFj.jpg,jpg,dog,224,224,RGB,3,4
33,./data/processed/dog/OIP--MZDf-NwE7MF-xL9nqrSgwHaFj.jpg,OIP--MZDf-NwE7MF-xL9nqrSgwHaFj.jpg,jpg,dog,224,224,RGB,3,4
34,./data/processed/dog/OIP--MffROkglTy0W_sVV_zv3AHaFY.jpg,OIP--MffROkglTy0W_sVV_zv3AHaFY.jpg,jpg,dog,224,224,RGB,3,4
35,./data/processed/dog/OIP--NBX8JVZ8wy9KtVr-cblGgHaJ4.jpg,OIP--NBX8JVZ8wy9KtVr-cblGgHaJ4.jpg,jpg,dog,224,224,RGB,3,4
36,./data/processed/dog/OIP--NTohQi3Ctvo0vRUTVNHTQHaFj.jpg,OIP--NTohQi3Ctvo0vRUTVNHTQHaFj.jpg,jpg,dog,224,224,RGB,3,4
37,./data/processed/dog/OIP--OzHmoOBxcUQs7N3KjButwHaFP.jpg,OIP--OzHmoOBxcUQs7N3KjButwHaFP.jpg,jpg,dog,224,224,RGB,3,4
38,./data/processed/dog/OIP--PIzK8IjlJZpcxJWdgIn_wHaFj.jpg,OIP--PIzK8IjlJZpcxJWdgIn_wHaFj.jpg,jpg,dog,224,224,RGB,3,4
39,./data/processed/dog/OIP--PKqX2FCj-4MRkSi78FVcgHaLP.jpg,OIP--PKqX2FCj-4MRkSi78FVcgHaLP.jpg,jpg,dog,224,224,RGB,3,4
40,./data/processed/dog/OIP--PRmz0al4Y19jI_RrXnrqQHaIX.jpg,OIP--PRmz0al4Y19jI_RrXnrqQHaIX.jpg,jpg,dog,224,224,RGB,3,4
41,./data/processed/dog/OIP--RzOJndNB4Agj6qql-XvGAHaH7.jpg,OIP--RzOJndNB4Agj6qql-XvGAHaH7.jpg,jpg,dog,224,224,RGB,3,4
42,./data/processed/dog/OIP--S-Kzm1iB9TRHF7MpaJL3QHaEm.jpg,OIP--S-Kzm1iB9TRHF7MpaJL3QHaEm.jpg,jpg,dog,224,224,RGB,3,4
43,./data/processed/dog/OIP--TmnIg2PYXYuVEGcljh36wHaE6.jpg,OIP--TmnIg2PYXYuVEGcljh36wHaE6.jpg,jpg,dog,224,224,RGB,3,4
44,./data/processed/dog/OIP--Vd4TYq5XdX4Flb0D3yBNAHaGg.jpg,OIP--Vd4TYq5XdX4Flb0D3yBNAHaGg.jpg,jpg,dog,224,224,RGB,3,4
45,./data/processed/dog/OIP--XK9fGfui8Yd_sI6-rKx-AHaFj.jpg,OIP--XK9fGfui8Yd_sI6-rKx-AHaFj.jpg,jpg,dog,224,224,RGB,3,4
46,./data/processed/dog/OIP--XyV2dbbCKXAX0Ucaw8VAgHaHi.jpg,OIP--XyV2dbbCKXAX0Ucaw8VAgHaHi.jpg,jpg,dog,224,224,RGB,3,4
47,./data/processed/dog/OIP--YOIKWP2AP0VVgYTomJcCQAAAA.jpg,OIP--YOIKWP2AP0VVgYTomJcCQAAAA.jpg,jpg,dog,224,224,RGB,3,4
48,./data/processed/dog/OIP--Z2dg_o5sGo8jua-d6vSagHaEK.jpg,OIP--Z2dg_o5sGo8jua-d6vSagHaEK.jpg,jpg,dog,224,224,RGB,3,4
49,./data/processed/dog/OIP--Zih5aJ_hAwXfs91iq3dZAHaJH.jpg,OIP--Zih5aJ_hAwXfs91iq3dZAHaJH.jpg,jpg,dog,224,224,RGB,3,4
50,./data/processed/dog/OIP--cyBTQeGHK_bTaYGIDNn7AHaLE.jpg,OIP--cyBTQeGHK_bTaYGIDNn7AHaLE.jpg,jpg,dog,224,224,RGB,3,4
51,./data/processed/dog/OIP--hIXMAfOrmjSfDzjHHoZmwHaFj.jpg,OIP--hIXMAfOrmjSfDzjHHoZmwHaFj.jpg,jpg,dog,224,224,RGB,3,4
52,./data/processed/dog/OIP--hrVyxBHfXGXIpLKB_ld2AHaEK.jpg,OIP--hrVyxBHfXGXIpLKB_ld2AHaEK.jpg,jpg,dog,224,224,RGB,3,4
53,./data/processed/dog/OIP--iPPduM2--389E1lozUz_QHaFj.jpg,OIP--iPPduM2--389E1lozUz_QHaFj.jpg,jpg,dog,224,224,RGB,3,4
54,./data/processed/dog/OIP--iVoSrHMWX0IG2rxuA5CsgHaFj.jpg,OIP--iVoSrHMWX0IG2rxuA5CsgHaFj.jpg,jpg,dog,224,224,RGB,3,4
55,./data/processed/dog/OIP--ittZIBa1ox84GW8FmIWAwHaGH.jpg,OIP--ittZIBa1ox84GW8FmIWAwHaGH.jpg,jpg,dog,224,224,RGB,3,4
56,./data/processed/dog/OIP--j4ILLV3OBiP1WFx0l7GiQHaFc.jpg,OIP--j4ILLV3OBiP1WFx0l7GiQHaFc.jpg,jpg,dog,224,224,RGB,3,4
57,./data/processed/dog/OIP--jqyES48oZ9OFI3kFadEggHaEk.jpg,OIP--jqyES48oZ9OFI3kFadEggHaEk.jpg,jpg,dog,224,224,RGB,3,4
58,./data/processed/dog/OIP--khXa4p9B3QV8JmsHX29hgHaEK.jpg,OIP--khXa4p9B3QV8JmsHX29hgHaEK.jpg,jpg,dog,224,224,RGB,3,4
59,./data/processed/dog/OIP--lQutAM-FwDERp0chM2rCgHaE8.jpg,OIP--lQutAM-FwDERp0chM2rCgHaE8.jpg,jpg,dog,224,224,RGB,3,4
60,./data/processed/dog/OIP--lnCqw9ajSJK5CxuFZo2TwHaFb.jpg,OIP--lnCqw9ajSJK5CxuFZo2TwHaFb.jpg,jpg,dog,224,224,RGB,3,4
61,./data/processed/dog/OIP--mZiyU8uZ1LLjoPmCykXSgHaLO.jpg,OIP--mZiyU8uZ1LLjoPmCykXSgHaLO.jpg,jpg,dog,224,224,RGB,3,4
62,./data/processed/dog/OIP--msqs5Bmw4nKoAAq10fZCQHaNd.jpg,OIP--msqs5Bmw4nKoAAq10fZCQHaNd.jpg,jpg,dog,224,224,RGB,3,4
63,./data/processed/dog/OIP--oBsJIeAn_f5_DI1XJ9O6wHaF7.jpg,OIP--oBsJIeAn_f5_DI1XJ9O6wHaF7.jpg,jpg,dog,224,224,RGB,3,4
64,./data/processed/dog/OIP--oDUk4AB3XuBQN__83AEjQHaG4.jpg,OIP--oDUk4AB3XuBQN__83AEjQHaG4.jpg,jpg,dog,224,224,RGB,3,4
65,./data/processed/dog/OIP--pLfP_C-rvesSFF1tplovAAAAA.jpg,OIP--pLfP_C-rvesSFF1tplovAAAAA.jpg,jpg,dog,224,224,RGB,3,4
66,./data/processed/dog/OIP--qln8OiJUfar32CqdwPYSgHaED.jpg,OIP--qln8OiJUfar32CqdwPYSgHaED.jpg,jpg,dog,224,224,RGB,3,4
67,./data/processed/dog/OIP--t2FVkxQ6yBY4PR6jC0uLQHaLG.jpg,OIP--t2FVkxQ6yBY4PR6jC0uLQHaLG.jpg,jpg,dog,224,224,RGB,3,4
68,./data/processed/dog/OIP--tLYXo2whlWi1qlFDmdO7gHaE8.jpg,OIP--tLYXo2whlWi1qlFDmdO7gHaE8.jpg,jpg,dog,224,224,RGB,3,4
69,./data/processed/dog/OIP--tx2au-jG4xH01_RsE7UQQHaFj.jpg,OIP--tx2au-jG4xH01_RsE7UQQHaFj.jpg,jpg,dog,224,224,RGB,3,4
70,./data/processed/dog/OIP--uc97pTac5w3RPh4jGAw4wHaJ-.jpg,OIP--uc97pTac5w3RPh4jGAw4wHaJ-.jpg,jpg,dog,224,224,RGB,3,4
71,./data/processed/dog/OIP--vdk8YHsIaofbEeP7fq_BAHaHa.jpg,OIP--vdk8YHsIaofbEeP7fq_BAHaHa.jpg,jpg,dog,224,224,RGB,3,4
72,./data/processed/dog/OIP--winA9MguCMZn6fdverPlwHaEK.jpg,OIP--winA9MguCMZn6fdverPlwHaEK.jpg,jpg,dog,224,224,RGB,3,4
73,./data/processed/dog/OIP--z3U3A2S2YYyBHV0r_u11gHaE8.jpg,OIP--z3U3A2S2YYyBHV0r_u11gHaE8.jpg,jpg,dog,224,224,RGB,3,4
74,./data/processed/dog/OIP--zlPCJX9pdszPedQS7B0qwHaEK.jpg,OIP--zlPCJX9pdszPedQS7B0qwHaEK.jpg,jpg,dog,224,224,RGB,3,4
75,./data/processed/dog/OIP-0-TGu-jQ5fRR5fPXr1ijvQHaHa.jpg,OIP-0-TGu-jQ5fRR5fPXr1ijvQHaHa.jpg,jpg,dog,224,224,RGB,3,4
76,./data/processed/dog/OIP-0-wd8D97zhdVNzIqoQFoVQHaEK.jpg,OIP-0-wd8D97zhdVNzIqoQFoVQHaEK.jpg,jpg,dog,224,224,RGB,3,4
77,./data/processed/dog/OIP-00zvckpZ8XDEzk-Fv4HjkQHaGL.jpg,OIP-00zvckpZ8XDEzk-Fv4HjkQHaGL.jpg,jpg,dog,224,224,RGB,3,4
78,./data/processed/dog/OIP-0261T_DaSKSIDaRxrLjL8gHaGD.jpg,OIP-0261T_DaSKSIDaRxrLjL8gHaGD.jpg,jpg,dog,224,224,RGB,3,4
79,./data/processed/dog/OIP-02OsWT9t46zXPceBxMicNQAAAA.jpg,OIP-02OsWT9t46zXPceBxMicNQAAAA.jpg,jpg,dog,224,224,RGB,3,4
80,./data/processed/dog/OIP-036LqzhKXwF9eUWycl2V_QHaFt.jpg,OIP-036LqzhKXwF9eUWycl2V_QHaFt.jpg,jpg,dog,224,224,RGB,3,4
81,./data/processed/dog/OIP-06txpJjbByyhAlbGkpSimAHaE8.jpg,OIP-06txpJjbByyhAlbGkpSimAHaE8.jpg,jpg,dog,224,224,RGB,3,4
82,./data/processed/dog/OIP-08Xf8bQxZmCDI_CozSO-YgHaH1.jpg,OIP-08Xf8bQxZmCDI_CozSO-YgHaH1.jpg,jpg,dog,224,224,RGB,3,4
83,./data/processed/dog/OIP-0977rkGtQ_PPflLXiMRRYAHaFM.jpg,OIP-0977rkGtQ_PPflLXiMRRYAHaFM.jpg,jpg,dog,224,224,RGB,3,4
84,./data/processed/dog/OIP-09znoxk9htqGbe5yWTj1TAHaHa.jpg,OIP-09znoxk9htqGbe5yWTj1TAHaHa.jpg,jpg,dog,224,224,RGB,3,4
85,./data/processed/dog/OIP-0B2H2VPu9neVWW7TtvJlPAAAAA.jpg,OIP-0B2H2VPu9neVWW7TtvJlPAAAAA.jpg,jpg,dog,224,224,RGB,3,4
86,./data/processed/dog/OIP-0CmAiR3-B-VLurayKj2mwAHaE8.jpg,OIP-0CmAiR3-B-VLurayKj2mwAHaE8.jpg,jpg,dog,224,224,RGB,3,4
87,./data/processed/dog/OIP-0ERf2k91vjSIq_POpXYImwHaFj.jpg,OIP-0ERf2k91vjSIq_POpXYImwHaFj.jpg,jpg,dog,224,224,RGB,3,4
88,./data/processed/dog/OIP-0FPDhJUsYOAYGur2SHKwLwHaGT.jpg,OIP-0FPDhJUsYOAYGur2SHKwLwHaGT.jpg,jpg,dog,224,224,RGB,3,4
89,./data/processed/dog/OIP-0Fr5OC5ePtaGGODisrMa0AHaJ3.jpg,OIP-0Fr5OC5ePtaGGODisrMa0AHaJ3.jpg,jpg,dog,224,224,RGB,3,4
90,./data/processed/dog/OIP-0G1lmzPnTshwQJ_IEMNHgQHaFR.jpg,OIP-0G1lmzPnTshwQJ_IEMNHgQHaFR.jpg,jpg,dog,224,224,RGB,3,4
91,./data/processed/dog/OIP-0GXayY6pzysNy9qxkBT3uAAAAA.jpg,OIP-0GXayY6pzysNy9qxkBT3uAAAAA.jpg,jpg,dog,224,224,RGB,3,4
92,./data/processed/dog/OIP-0GhaPMWsyP-8rHQIiZwBOQHaJn.jpg,OIP-0GhaPMWsyP-8rHQIiZwBOQHaJn.jpg,jpg,dog,224,224,RGB,3,4
93,./data/processed/dog/OIP-0HXfzVFRivvb467cvpuuAwHaFj.jpg,OIP-0HXfzVFRivvb467cvpuuAwHaFj.jpg,jpg,dog,224,224,RGB,3,4
94,./data/processed/dog/OIP-0IJ5VSGF68QgQCiIKK-1kwHaE8.jpg,OIP-0IJ5VSGF68QgQCiIKK-1kwHaE8.jpg,jpg,dog,224,224,RGB,3,4
95,./data/processed/dog/OIP-0ILQycoKxMbOp7MMGpUepgHaFF.jpg,OIP-0ILQycoKxMbOp7MMGpUepgHaFF.jpg,jpg,dog,224,224,RGB,3,4
96,./data/processed/dog/OIP-0J7moFaqzBbWZxPcWax00wHaGH.jpg,OIP-0J7moFaqzBbWZxPcWax00wHaGH.jpg,jpg,dog,224,224,RGB,3,4
97,./data/processed/dog/OIP-0KYHmox3tCl3bYt8o9GnHwHaIE.jpg,OIP-0KYHmox3tCl3bYt8o9GnHwHaIE.jpg,jpg,dog,224,224,RGB,3,4
98,./data/processed/dog/OIP-0Kcoh7K1yyhhwliorTrBQwHaFj.jpg,OIP-0Kcoh7K1yyhhwliorTrBQwHaFj.jpg,jpg,dog,224,224,RGB,3,4
99,./data/processed/dog/OIP-0LdKi8l_IC_PpVxOcZAkiAHaFj.jpg,OIP-0LdKi8l_IC_PpVxOcZAkiAHaFj.jpg,jpg,dog,224,224,RGB,3,4
100,./data/processed/dog/OIP-0Lw2H3yMErImHPQ380Nm4QHaHa.jpg,OIP-0Lw2H3yMErImHPQ380Nm4QHaHa.jpg,jpg,dog,224,224,RGB,3,4
101,./data/processed/dog/OIP-0M8AAbNON2zvyCEB2WEhLQHaE8.jpg,OIP-0M8AAbNON2zvyCEB2WEhLQHaE8.jpg,jpg,dog,224,224,RGB,3,4
102,./data/processed/dog/OIP-0MgXBMYWyaDiNS7t6xfmVAHaGu.jpg,OIP-0MgXBMYWyaDiNS7t6xfmVAHaGu.jpg,jpg,dog,224,224,RGB,3,4
103,./data/processed/dog/OIP-0Mt8jP41YC117m8g-vLBYwHaE8.jpg,OIP-0Mt8jP41YC117m8g-vLBYwHaE8.jpg,jpg,dog,224,224,RGB,3,4
104,./data/processed/dog/OIP-0N8C8uNOykUf56YdSHBRcgHaFV.jpg,OIP-0N8C8uNOykUf56YdSHBRcgHaFV.jpg,jpg,dog,224,224,RGB,3,4
105,./data/processed/dog/OIP-0Nllmx9DYctF9QAOC-QRiwHaEp.jpg,OIP-0Nllmx9DYctF9QAOC-QRiwHaEp.jpg,jpg,dog,224,224,RGB,3,4
106,./data/processed/dog/OIP-0OIl_s9wblPyW_32D7R-kgHaGi.jpg,OIP-0OIl_s9wblPyW_32D7R-kgHaGi.jpg,jpg,dog,224,224,RGB,3,4
107,./data/processed/dog/OIP-0Rsy7qeIHwybwdB-hh-0uAHaHF.jpg,OIP-0Rsy7qeIHwybwdB-hh-0uAHaHF.jpg,jpg,dog,224,224,RGB,3,4
108,./data/processed/dog/OIP-0S6RS7x07FsK8M3LNVPK3gHaFj.jpg,OIP-0S6RS7x07FsK8M3LNVPK3gHaFj.jpg,jpg,dog,224,224,RGB,3,4
109,./data/processed/dog/OIP-0TVM3QBWmx8xSce6rxVuZQHaER.jpg,OIP-0TVM3QBWmx8xSce6rxVuZQHaER.jpg,jpg,dog,224,224,RGB,3,4
110,./data/processed/dog/OIP-0TsqwQJPrF_CPCp2Cb8ceQHaHa.jpg,OIP-0TsqwQJPrF_CPCp2Cb8ceQHaHa.jpg,jpg,dog,224,224,RGB,3,4
111,./data/processed/dog/OIP-0UAigJHv06nPXPpNhjD9LAHaEJ.jpg,OIP-0UAigJHv06nPXPpNhjD9LAHaEJ.jpg,jpg,dog,224,224,RGB,3,4
112,./data/processed/dog/OIP-0WS9lPpkSYHRw0LWrBEw3QHaFj.jpg,OIP-0WS9lPpkSYHRw0LWrBEw3QHaFj.jpg,jpg,dog,224,224,RGB,3,4
113,./data/processed/dog/OIP-0WqEJ-JHaZfzAfFcW_u9JgHaFj.jpg,OIP-0WqEJ-JHaZfzAfFcW_u9JgHaFj.jpg,jpg,dog,224,224,RGB,3,4
114,./data/processed/dog/OIP-0XaxVg3aPvQ1Ay9EwygV2AHaHa.jpg,OIP-0XaxVg3aPvQ1Ay9EwygV2AHaHa.jpg,jpg,dog,224,224,RGB,3,4
115,./data/processed/dog/OIP-0Xjz0Iw9s5CXEuQG2CGu1AHaEP.jpg,OIP-0Xjz0Iw9s5CXEuQG2CGu1AHaEP.jpg,jpg,dog,224,224,RGB,3,4
116,./data/processed/dog/OIP-0YnNhp62h77TilEL0A_M0gHaE7.jpg,OIP-0YnNhp62h77TilEL0A_M0gHaE7.jpg,jpg,dog,224,224,RGB,3,4
117,./data/processed/dog/OIP-0YsYBkNjUXqvOr300zCUsgHaJV.jpg,OIP-0YsYBkNjUXqvOr300zCUsgHaJV.jpg,jpg,dog,224,224,RGB,3,4
118,./data/processed/dog/OIP-0ZHNKSq6ZdSkJKQ14rRFPwHaFe.jpg,OIP-0ZHNKSq6ZdSkJKQ14rRFPwHaFe.jpg,jpg,dog,224,224,RGB,3,4
119,./data/processed/dog/OIP-0ZUseJP9oAiWbYsoISk2-AHaEK.jpg,OIP-0ZUseJP9oAiWbYsoISk2-AHaEK.jpg,jpg,dog,224,224,RGB,3,4
120,./data/processed/dog/OIP-0a0_6W9xqdTrLnXcL8haUgHaLH.jpg,OIP-0a0_6W9xqdTrLnXcL8haUgHaLH.jpg,jpg,dog,224,224,RGB,3,4
121,./data/processed/dog/OIP-0aPTy5pR8zwqdi5jabdxjwHaGL.jpg,OIP-0aPTy5pR8zwqdi5jabdxjwHaGL.jpg,jpg,dog,224,224,RGB,3,4
122,./data/processed/dog/OIP-0cKVI1PLYxC2MlqoYwMw4gHaHa.jpg,OIP-0cKVI1PLYxC2MlqoYwMw4gHaHa.jpg,jpg,dog,224,224,RGB,3,4
123,./data/processed/dog/OIP-0cMunZ5IpSFGRbH_vYFvXgHaJ3.jpg,OIP-0cMunZ5IpSFGRbH_vYFvXgHaJ3.jpg,jpg,dog,224,224,RGB,3,4
124,./data/processed/dog/OIP-0cYdzGqi1lvZQkk0Hy0GGAHaIu.jpg,OIP-0cYdzGqi1lvZQkk0Hy0GGAHaIu.jpg,jpg,dog,224,224,RGB,3,4
125,./data/processed/dog/OIP-0cwqK_pId75Pu0YLQq7HwgHaKj.jpg,OIP-0cwqK_pId75Pu0YLQq7HwgHaKj.jpg,jpg,dog,224,224,RGB,3,4
126,./data/processed/dog/OIP-0d7hpjwVocPjQXWE67RdKwHaFj.jpg,OIP-0d7hpjwVocPjQXWE67RdKwHaFj.jpg,jpg,dog,224,224,RGB,3,4
127,./data/processed/dog/OIP-0dSHMhefigdCub1VBv_9MQHaE7.jpg,OIP-0dSHMhefigdCub1VBv_9MQHaE7.jpg,jpg,dog,224,224,RGB,3,4
128,./data/processed/dog/OIP-0gppx8vIxAdRrV48qls9-AHaEL.jpg,OIP-0gppx8vIxAdRrV48qls9-AHaEL.jpg,jpg,dog,224,224,RGB,3,4
129,./data/processed/dog/OIP-0hW14btA_M6jJrHbL_G6xgHaHa.jpg,OIP-0hW14btA_M6jJrHbL_G6xgHaHa.jpg,jpg,dog,224,224,RGB,3,4
130,./data/processed/dog/OIP-0ik4tJOidfENT4WegQ_lXgHaFj.jpg,OIP-0ik4tJOidfENT4WegQ_lXgHaFj.jpg,jpg,dog,224,224,RGB,3,4
131,./data/processed/dog/OIP-0kv5rMPnEqT_3clDXrKfAQHaHa.jpg,OIP-0kv5rMPnEqT_3clDXrKfAQHaHa.jpg,jpg,dog,224,224,RGB,3,4
132,./data/processed/dog/OIP-0mQIT4nlridLywx2VzDefwHaJn.jpg,OIP-0mQIT4nlridLywx2VzDefwHaJn.jpg,jpg,dog,224,224,RGB,3,4
133,./data/processed/dog/OIP-0nS2eYuPVvrsMMJZvkUQnQHaEK.jpg,OIP-0nS2eYuPVvrsMMJZvkUQnQHaEK.jpg,jpg,dog,224,224,RGB,3,4
134,./data/processed/dog/OIP-0o7O9tycgwlNW03keu57dQHaEK.jpg,OIP-0o7O9tycgwlNW03keu57dQHaEK.jpg,jpg,dog,224,224,RGB,3,4
135,./data/processed/dog/OIP-0oJWg7brungXRAEoukjwyQHaIl.jpg,OIP-0oJWg7brungXRAEoukjwyQHaIl.jpg,jpg,dog,224,224,RGB,3,4
136,./data/processed/dog/OIP-0oUdVTIy0Q8ItRWieV4-1gHaFj.jpg,OIP-0oUdVTIy0Q8ItRWieV4-1gHaFj.jpg,jpg,dog,224,224,RGB,3,4
137,./data/processed/dog/OIP-0pFfkAiVCKSnDOFSXbD3UAHaFr.jpg,OIP-0pFfkAiVCKSnDOFSXbD3UAHaFr.jpg,jpg,dog,224,224,RGB,3,4
138,./data/processed/dog/OIP-0ptiy1AgJWRqnJWMyNuBMAHaFj.jpg,OIP-0ptiy1AgJWRqnJWMyNuBMAHaFj.jpg,jpg,dog,224,224,RGB,3,4
139,./data/processed/dog/OIP-0puD1CyuoAtzceC8mzcqqQHaFj.jpg,OIP-0puD1CyuoAtzceC8mzcqqQHaFj.jpg,jpg,dog,224,224,RGB,3,4
140,./data/processed/dog/OIP-0qV19Xqejl0w8Pi5OWh0egHaE8.jpg,OIP-0qV19Xqejl0w8Pi5OWh0egHaE8.jpg,jpg,dog,224,224,RGB,3,4
141,./data/processed/dog/OIP-0rl28i9PdxDkBEM3EzU2GgHaMc.jpg,OIP-0rl28i9PdxDkBEM3EzU2GgHaMc.jpg,jpg,dog,224,224,RGB,3,4
142,./data/processed/dog/OIP-0roIvRX9eqv-UtoJsVQu9gHaF7.jpg,OIP-0roIvRX9eqv-UtoJsVQu9gHaF7.jpg,jpg,dog,224,224,RGB,3,4
143,./data/processed/dog/OIP-0s9Ku6vZ9treIFugcBdYDQHaIQ.jpg,OIP-0s9Ku6vZ9treIFugcBdYDQHaIQ.jpg,jpg,dog,224,224,RGB,3,4
