,Unnamed: 0,relpath,name,format,category,width,height,mode,channels,label
10094,10094,./data/processed/butterfly/OIP-gcLAKvGox7L5Z0pnFbRd0AHaHa.jpg,OIP-gcLAKvGox7L5Z0pnFbRd0AHaHa.jpg,jpg,butterfly,224,224,RGB,3,0
10448,10448,./data/processed/butterfly/OIP-uVK6VATYER8gaghGG5mE0QHaFj.jpg,OIP-uVK6VATYER8gaghGG5mE0QHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
10161,10161,./data/processed/butterfly/OIP-jNgFz5mXYXH0rNwBnm6ZPgHaFj.jpg,OIP-jNgFz5mXYXH0rNwBnm6ZPgHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
9186,9186,./data/processed/butterfly/OIP-7mexOlY7U9dG62bDXtNhlgHaFj.jpg,OIP-7mexOlY7U9dG62bDXtNhlgHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
9685,9685,./data/processed/butterfly/OIP-S4UypGpE_zoQFxUKLW8JlwHaFa.jpg,OIP-S4UypGpE_zoQFxUKLW8JlwHaFa.jpg,jpg,butterfly,224,224,RGB,3,0
10743,10743,./data/processed/butterfly/ea36b20b2ff5013ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,ea36b20b2ff5013ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,jpg,butterfly,224,224,RGB,3,0
9353,9353,./data/processed/butterfly/OIP-EUHIAJ0vrjBt7LGrdxbKfAHaE6.jpg,OIP-EUHIAJ0vrjBt7LGrdxbKfAHaE6.jpg,jpg,butterfly,224,224,RGB,3,0
10564,10564,./data/processed/butterfly/OIP-zUoClNIPMyYa8T9rRZEO4QHaEo.jpg,OIP-zUoClNIPMyYa8T9rRZEO4QHaEo.jpg,jpg,butterfly,224,224,RGB,3,0
9002,9002,./data/processed/butterfly/OIP-1W_K0J2BGc0YqKMPuoC7kQHaHa.jpg,OIP-1W_K0J2BGc0YqKMPuoC7kQHaHa.jpg,jpg,butterfly,224,224,RGB,3,0
9614,9614,./data/processed/butterfly/OIP-P4iRzzs1bpgSqbT-OVo-8wDhEs.jpg,OIP-P4iRzzs1bpgSqbT-OVo-8wDhEs.jpg,jpg,butterfly,224,224,RGB,3,0
10722,10722,./data/processed/butterfly/ea36b10929f4083ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,ea36b10929f4083ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,jpg,butterfly,224,224,RGB,3,0
10792,10792,./data/processed/butterfly/ea36b50c2af0013ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,ea36b50c2af0013ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,jpg,butterfly,224,224,RGB,3,0
10107,10107,./data/processed/butterfly/OIP-hJRz3hDo3NKdpLZNRneC3gHaEA.jpg,OIP-hJRz3hDo3NKdpLZNRneC3gHaEA.jpg,jpg,butterfly,224,224,RGB,3,0
9154,9154,./data/processed/butterfly/OIP-6eLXvzFMtN3jtlAUSgi7IwHaEo.jpg,OIP-6eLXvzFMtN3jtlAUSgi7IwHaEo.jpg,jpg,butterfly,224,224,RGB,3,0
9745,9745,./data/processed/butterfly/OIP-UQoCo2P-ILOaycuDG2jNyAHaFK.jpg,OIP-UQoCo2P-ILOaycuDG2jNyAHaFK.jpg,jpg,butterfly,224,224,RGB,3,0
10449,10449,./data/processed/butterfly/OIP-uWyK0fYPlUvXT76lqZtU4wHaHa.jpg,OIP-uWyK0fYPlUvXT76lqZtU4wHaHa.jpg,jpg,butterfly,224,224,RGB,3,0
9745,9745,./data/processed/butterfly/OIP-UQoCo2P-ILOaycuDG2jNyAHaFK.jpg,OIP-UQoCo2P-ILOaycuDG2jNyAHaFK.jpg,jpg,butterfly,224,224,RGB,3,0
9998,9998,./data/processed/butterfly/OIP-cnvPsgtydTyEZhcpIDcvHQHaJF.jpg,OIP-cnvPsgtydTyEZhcpIDcvHQHaJF.jpg,jpg,butterfly,224,224,RGB,3,0
9067,9067,./data/processed/butterfly/OIP-3t02-0hNa9uFlgzraAnQQwHaHR.jpg,OIP-3t02-0hNa9uFlgzraAnQQwHaHR.jpg,jpg,butterfly,224,224,RGB,3,0
10825,10825,./data/processed/butterfly/ea36b7072ff7093ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,ea36b7072ff7093ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,jpg,butterfly,224,224,RGB,3,0
10035,10035,./data/processed/butterfly/OIP-e6v9VAg0EXTYhMOB0YoKrgHaHX.jpg,OIP-e6v9VAg0EXTYhMOB0YoKrgHaHX.jpg,jpg,butterfly,224,224,RGB,3,0
9933,9933,./data/processed/butterfly/OIP-aih2NVC5vKeeDrMJgYQhhgHaFl.jpg,OIP-aih2NVC5vKeeDrMJgYQhhgHaFl.jpg,jpg,butterfly,224,224,RGB,3,0
9315,9315,./data/processed/butterfly/OIP-CnT9xEkdg9OOQwcHRrKVOAHaFd.jpg,OIP-CnT9xEkdg9OOQwcHRrKVOAHaFd.jpg,jpg,butterfly,224,224,RGB,3,0
9818,9818,./data/processed/butterfly/OIP-XokANkuKwZw5sHZSERL9SgHaE8.jpg,OIP-XokANkuKwZw5sHZSERL9SgHaE8.jpg,jpg,butterfly,224,224,RGB,3,0
9900,9900,./data/processed/butterfly/OIP-_Vf9jXBnJAxf4gGsERpVaQHaE8.jpg,OIP-_Vf9jXBnJAxf4gGsERpVaQHaE8.jpg,jpg,butterfly,224,224,RGB,3,0
10469,10469,./data/processed/butterfly/OIP-vCyEvijOe9f2vcyecvvs9wAAAA.jpg,OIP-vCyEvijOe9f2vcyecvvs9wAAAA.jpg,jpg,butterfly,224,224,RGB,3,0
11032,11032,./data/processed/butterfly/ed35b5082bf51c22d2524518b7444f92e37fe5d404b0144390f8c770a3e5b7_640.jpg,ed35b5082bf51c22d2524518b7444f92e37fe5d404b0144390f8c770a3e5b7_640.jpg,jpg,butterfly,224,224,RGB,3,0
9066,9066,./data/processed/butterfly/OIP-3qsB7SL8IOgRBB-qOhgbbQHaEo.jpg,OIP-3qsB7SL8IOgRBB-qOhgbbQHaEo.jpg,jpg,butterfly,224,224,RGB,3,0
9072,9072,./data/processed/butterfly/OIP-40xupskAVNmz4Ql5_cIlbgAAAA.jpg,OIP-40xupskAVNmz4Ql5_cIlbgAAAA.jpg,jpg,butterfly,224,224,RGB,3,0
9917,9917,./data/processed/butterfly/OIP-_z8BmGoaFisnSQGFyl0QSgHaFj.jpg,OIP-_z8BmGoaFisnSQGFyl0QSgHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
10972,10972,./data/processed/butterfly/eb32b6072cfc073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,eb32b6072cfc073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,jpg,butterfly,224,224,RGB,3,0
9748,9748,./data/processed/butterfly/OIP-UUfpdRvs16sPLd9hThLuYQHaHU.jpg,OIP-UUfpdRvs16sPLd9hThLuYQHaHU.jpg,jpg,butterfly,224,224,RGB,3,0
10735,10735,./data/processed/butterfly/ea36b10e2af0023ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,ea36b10e2af0023ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,jpg,butterfly,224,224,RGB,3,0
9534,9534,./data/processed/butterfly/OIP-M2a1d83Xs4v4A9_UK5qXJAHaFj.jpg,OIP-M2a1d83Xs4v4A9_UK5qXJAHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
9621,9621,./data/processed/butterfly/OIP-POje7Pavvi0wWXEzXRsLOwHaGL.jpg,OIP-POje7Pavvi0wWXEzXRsLOwHaGL.jpg,jpg,butterfly,224,224,RGB,3,0
9378,9378,./data/processed/butterfly/OIP-FUtONfvqkmW2wVWIMABqnwHaHa.jpg,OIP-FUtONfvqkmW2wVWIMABqnwHaHa.jpg,jpg,butterfly,224,224,RGB,3,0
10741,10741,./data/processed/butterfly/ea36b20b28f6073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,ea36b20b28f6073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,jpg,butterfly,224,224,RGB,3,0
10695,10695,./data/processed/butterfly/ea35b50c2ffd013ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,ea35b50c2ffd013ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,jpg,butterfly,224,224,RGB,3,0
9581,9581,./data/processed/butterfly/OIP-NRLWkyWgW45GyLT4O3x2gwHaJ3.jpg,OIP-NRLWkyWgW45GyLT4O3x2gwHaJ3.jpg,jpg,butterfly,224,224,RGB,3,0
9140,9140,./data/processed/butterfly/OIP-6Gh323TmdoG6tsd81XhjrwHaE8.jpg,OIP-6Gh323TmdoG6tsd81XhjrwHaE8.jpg,jpg,butterfly,224,224,RGB,3,0
9752,9752,./data/processed/butterfly/OIP-UclNKd2-e8ubfQTZU80wGAHaFS.jpg,OIP-UclNKd2-e8ubfQTZU80wGAHaFS.jpg,jpg,butterfly,224,224,RGB,3,0
9707,9707,./data/processed/butterfly/OIP-T1NHGdUhDHlfLrON-59n0gAAAA.jpg,OIP-T1NHGdUhDHlfLrON-59n0gAAAA.jpg,jpg,butterfly,224,224,RGB,3,0
10312,10312,./data/processed/butterfly/OIP-p52lE_nOv0N2o_OSh6SHIwHaFD.jpg,OIP-p52lE_nOv0N2o_OSh6SHIwHaFD.jpg,jpg,butterfly,224,224,RGB,3,0
10350,10350,./data/processed/butterfly/OIP-quhqbb5PUhsOAvFKfYGOqgHaFg.jpg,OIP-quhqbb5PUhsOAvFKfYGOqgHaFg.jpg,jpg,butterfly,224,224,RGB,3,0
9168,9168,./data/processed/butterfly/OIP-77GdvQVid2bO2gdIvCrx1QHaE5.jpg,OIP-77GdvQVid2bO2gdIvCrx1QHaE5.jpg,jpg,butterfly,224,224,RGB,3,0
10151,10151,./data/processed/butterfly/OIP-ipP7VGOKwjEXt5SdUEKkkgHaE2.jpg,OIP-ipP7VGOKwjEXt5SdUEKkkgHaE2.jpg,jpg,butterfly,224,224,RGB,3,0
9307,9307,./data/processed/butterfly/OIP-CSI5kl_FeSVDaJHoleCf1gHaJ6.jpg,OIP-CSI5kl_FeSVDaJHoleCf1gHaJ6.jpg,jpg,butterfly,224,224,RGB,3,0
10653,10653,./data/processed/butterfly/ea34b4072cf0073ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,ea34b4072cf0073ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,jpg,butterfly,224,224,RGB,3,0
9699,9699,./data/processed/butterfly/OIP-ScrWREtIGYuuXINeHvShcwHaFj.jpg,OIP-ScrWREtIGYuuXINeHvShcwHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
9627,9627,./data/processed/butterfly/OIP-Pba-0WL3-XXEJgJMetb1ngHaFj.jpg,OIP-Pba-0WL3-XXEJgJMetb1ngHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
10883,10883,./data/processed/butterfly/ea37b3092df1073ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,ea37b3092df1073ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,jpg,butterfly,224,224,RGB,3,0
10938,10938,./data/processed/butterfly/ea37b80b2ff1093ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,ea37b80b2ff1093ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,jpg,butterfly,224,224,RGB,3,0
9929,9929,./data/processed/butterfly/OIP-ad1vCFmNBJd5QxrLZ7QD_AHaHa.jpg,OIP-ad1vCFmNBJd5QxrLZ7QD_AHaHa.jpg,jpg,butterfly,224,224,RGB,3,0
9373,9373,./data/processed/butterfly/OIP-FK11Ng3kgW1WxzcDX45wVQHaHa.jpg,OIP-FK11Ng3kgW1WxzcDX45wVQHaHa.jpg,jpg,butterfly,224,224,RGB,3,0
10299,10299,./data/processed/butterfly/OIP-oj-j9VKR7NWWjBt4DhhSMgHaFd.jpg,OIP-oj-j9VKR7NWWjBt4DhhSMgHaFd.jpg,jpg,butterfly,224,224,RGB,3,0
9665,9665,./data/processed/butterfly/OIP-R65AZvd9uJnaU8rfcMTapwHaE-.jpg,OIP-R65AZvd9uJnaU8rfcMTapwHaE-.jpg,jpg,butterfly,224,224,RGB,3,0
10625,10625,./data/processed/butterfly/e837b90e2cf6093ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,e837b90e2cf6093ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,jpg,butterfly,224,224,RGB,3,0
10438,10438,./data/processed/butterfly/OIP-uCHWwR1qtTpmuvkKekE6_AHaFi.jpg,OIP-uCHWwR1qtTpmuvkKekE6_AHaFi.jpg,jpg,butterfly,224,224,RGB,3,0
9655,9655,./data/processed/butterfly/OIP-QeS6A53er7mIZonWQJCDFgHaGr.jpg,OIP-QeS6A53er7mIZonWQJCDFgHaGr.jpg,jpg,butterfly,224,224,RGB,3,0
10637,10637,./data/processed/butterfly/ea31b00821f71c22d2524518b7444f92e37fe5d404b0144390f8c770a1edb6_640.jpg,ea31b00821f71c22d2524518b7444f92e37fe5d404b0144390f8c770a1edb6_640.jpg,jpg,butterfly,224,224,RGB,3,0
9800,9800,./data/processed/butterfly/OIP-Wl_O8S_QCwV6jgCK52cMVAHaE-.jpg,OIP-Wl_O8S_QCwV6jgCK52cMVAHaE-.jpg,jpg,butterfly,224,224,RGB,3,0
10442,10442,./data/processed/butterfly/OIP-uH2a5Si6Av-A33SoN1pWtAHaFj.jpg,OIP-uH2a5Si6Av-A33SoN1pWtAHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
10060,10060,./data/processed/butterfly/OIP-fFvTkX3z7AXrK8pXBForNQHaEo.jpg,OIP-fFvTkX3z7AXrK8pXBForNQHaEo.jpg,jpg,butterfly,224,224,RGB,3,0
10363,10363,./data/processed/butterfly/OIP-rRKuTmT6_7CuwIxgrGBdCgHaHD.jpg,OIP-rRKuTmT6_7CuwIxgrGBdCgHaHD.jpg,jpg,butterfly,224,224,RGB,3,0
9539,9539,./data/processed/butterfly/OIP-M9e_xzj8pI7xb3erUyjNYwHaKF.jpg,OIP-M9e_xzj8pI7xb3erUyjNYwHaKF.jpg,jpg,butterfly,224,224,RGB,3,0
10195,10195,./data/processed/butterfly/OIP-kz8Nfk3HNNDHLKsFXslDuAHaJg.jpg,OIP-kz8Nfk3HNNDHLKsFXslDuAHaJg.jpg,jpg,butterfly,224,224,RGB,3,0
10236,10236,./data/processed/butterfly/OIP-mauVXso0NBzpTzaBwmzfLwHaJ4.jpg,OIP-mauVXso0NBzpTzaBwmzfLwHaJ4.jpg,jpg,butterfly,224,224,RGB,3,0
10106,10106,./data/processed/butterfly/OIP-h9weozPV3A2bN4kqswBXWgHaFj.jpg,OIP-h9weozPV3A2bN4kqswBXWgHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
10731,10731,./data/processed/butterfly/ea36b10b2df3073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,ea36b10b2df3073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,jpg,butterfly,224,224,RGB,3,0
10491,10491,./data/processed/butterfly/OIP-wMdqVoHHxZRwIUelIILyYQHaFj.jpg,OIP-wMdqVoHHxZRwIUelIILyYQHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
9083,9083,./data/processed/butterfly/OIP-4XONYiuzS473uS499quM6gEsEp.jpg,OIP-4XONYiuzS473uS499quM6gEsEp.jpg,jpg,butterfly,224,224,RGB,3,0
10414,10414,./data/processed/butterfly/OIP-t8Wnz_y3QGXpk0h3i5vg3gHaGy.jpg,OIP-t8Wnz_y3QGXpk0h3i5vg3gHaGy.jpg,jpg,butterfly,224,224,RGB,3,0
9812,9812,./data/processed/butterfly/OIP-XhWDQgiElgZ0RUvLgceIvgHaFa.jpg,OIP-XhWDQgiElgZ0RUvLgceIvgHaFa.jpg,jpg,butterfly,224,224,RGB,3,0
9691,9691,./data/processed/butterfly/OIP-SLPdAoSERiv2n4g7PNs4GwHaHa.jpg,OIP-SLPdAoSERiv2n4g7PNs4GwHaHa.jpg,jpg,butterfly,224,224,RGB,3,0
9371,9371,./data/processed/butterfly/OIP-FFBEuHv-eWkjsZKW2wYBCQHaFj.jpg,OIP-FFBEuHv-eWkjsZKW2wYBCQHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
9404,9404,./data/processed/butterfly/OIP-GU6W8E95BpF8vgkTu2YZ7AHaFj.jpg,OIP-GU6W8E95BpF8vgkTu2YZ7AHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
9036,9036,./data/processed/butterfly/OIP-2uAahphnRft2-HsR3mYJWwAAAA.jpg,OIP-2uAahphnRft2-HsR3mYJWwAAAA.jpg,jpg,butterfly,224,224,RGB,3,0
10160,10160,./data/processed/butterfly/OIP-jMB36p1pWAEzz3m2EdISlgHaFj.jpg,OIP-jMB36p1pWAEzz3m2EdISlgHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
10365,10365,./data/processed/butterfly/OIP-rVS4ZHHEtHlD8VTF33phYwAAAA.jpg,OIP-rVS4ZHHEtHlD8VTF33phYwAAAA.jpg,jpg,butterfly,224,224,RGB,3,0
10593,10593,./data/processed/butterfly/e831b00c2ef3093ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,e831b00c2ef3093ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,jpg,butterfly,224,224,RGB,3,0
9822,9822,./data/processed/butterfly/OIP-XteFfmeQD1gfJMcU_VcUMwHaFj.jpg,OIP-XteFfmeQD1gfJMcU_VcUMwHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
9905,9905,./data/processed/butterfly/OIP-_eNyV3DN2t677_34FjtCgQHaFj.jpg,OIP-_eNyV3DN2t677_34FjtCgQHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
10284,10284,./data/processed/butterfly/OIP-nsTmGOeO5ssBjsCVwK4v1wHaFj.jpg,OIP-nsTmGOeO5ssBjsCVwK4v1wHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
9324,9324,./data/processed/butterfly/OIP-DADV92EUf620vZR88TTYCwHaFi.jpg,OIP-DADV92EUf620vZR88TTYCwHaFi.jpg,jpg,butterfly,224,224,RGB,3,0
10529,10529,./data/processed/butterfly/OIP-xpY-gtM_emmm9HcSV8nT6QHaHa.jpg,OIP-xpY-gtM_emmm9HcSV8nT6QHaHa.jpg,jpg,butterfly,224,224,RGB,3,0
9910,9910,./data/processed/butterfly/OIP-_pqbSW5dj_dY4DJxdRxJ9gHaFj.jpg,OIP-_pqbSW5dj_dY4DJxdRxJ9gHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
9358,9358,./data/processed/butterfly/OIP-EkFr4t-wDeNf54WHB6vDGQHaFj.jpg,OIP-EkFr4t-wDeNf54WHB6vDGQHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
9455,9455,./data/processed/butterfly/OIP-IHklfVtpdjjxjN7bbnZkVgHaHa.jpg,OIP-IHklfVtpdjjxjN7bbnZkVgHaHa.jpg,jpg,butterfly,224,224,RGB,3,0
9909,9909,./data/processed/butterfly/OIP-_oUu37JYZz5y7s1v9Sa54AHaHa.jpg,OIP-_oUu37JYZz5y7s1v9Sa54AHaHa.jpg,jpg,butterfly,224,224,RGB,3,0
11000,11000,./data/processed/butterfly/eb34b90b2ef5013ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,eb34b90b2ef5013ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,jpg,butterfly,224,224,RGB,3,0
10979,10979,./data/processed/butterfly/eb32b60c20f0093ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,eb32b60c20f0093ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,jpg,butterfly,224,224,RGB,3,0
9176,9176,./data/processed/butterfly/OIP-7QgLrGumUSO22QyEounK-QHaE8.jpg,OIP-7QgLrGumUSO22QyEounK-QHaE8.jpg,jpg,butterfly,224,224,RGB,3,0
9091,9091,./data/processed/butterfly/OIP-4uIe_ew67zQwjH0MqwKlzwHaFJ.jpg,OIP-4uIe_ew67zQwjH0MqwKlzwHaFJ.jpg,jpg,butterfly,224,224,RGB,3,0
9258,9258,./data/processed/butterfly/OIP-A6u2O_kpDxyQT2maz4jFeQHaKP.jpg,OIP-A6u2O_kpDxyQT2maz4jFeQHaKP.jpg,jpg,butterfly,224,224,RGB,3,0
9332,9332,./data/processed/butterfly/OIP-Dob_0_zeWrbXMZNUVCz5ywHaF6.jpg,OIP-Dob_0_zeWrbXMZNUVCz5ywHaF6.jpg,jpg,butterfly,224,224,RGB,3,0
9447,9447,./data/processed/butterfly/OIP-HoYdfchE5lm-NL_D_VsfugHaHZ.jpg,OIP-HoYdfchE5lm-NL_D_VsfugHaHZ.jpg,jpg,butterfly,224,224,RGB,3,0
9823,9823,./data/processed/butterfly/OIP-XukdrNRBC00g-_r04kGC1AHaFq.jpg,OIP-XukdrNRBC00g-_r04kGC1AHaFq.jpg,jpg,butterfly,224,224,RGB,3,0
9219,9219,./data/processed/butterfly/OIP-93BfRYv37ndRZKnIVOggXgAAAA.jpg,OIP-93BfRYv37ndRZKnIVOggXgAAAA.jpg,jpg,butterfly,224,224,RGB,3,0
9432,9432,./data/processed/butterfly/OIP-HXP6XEEKol8TJ6V8SceGggHaJ6.jpg,OIP-HXP6XEEKol8TJ6V8SceGggHaJ6.jpg,jpg,butterfly,224,224,RGB,3,0
10108,10108,./data/processed/butterfly/OIP-hMRGbqZXoS7nJp71oFOOpQHaFj.jpg,OIP-hMRGbqZXoS7nJp71oFOOpQHaFj.jpg,jpg,butterfly,224,224,RGB,3,0
9048,9048,./data/processed/butterfly/OIP-3APyiuhd2zRS1HERmslUxgHaHa.jpg,OIP-3APyiuhd2zRS1HERmslUxgHaHa.jpg,jpg,butterfly,224,224,RGB,3,0
